index,timestampString,Addr1,Addr2,Addr3,Price,Beds,Baths,SqFt,url,Page,,,,,,,,,,,,,,
697,"Wed, 17 Aug 2022 23:41:30 GMT","9109 New England Avenue, Morton Gro...",9109 New England Avenue,"9109 New England Avenue, IL",365000,4.00,2,1800,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
698,"Wed, 17 Aug 2022 23:41:30 GMT","867 Downing Square, Lincolnshire, I...",867 Downing Square,"867 Downing Square, IL",370000,3.00,2.5,-,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
699,"Wed, 17 Aug 2022 23:41:30 GMT","810 S Karlov Avenue, Chicago, IL",810 S Karlov Avenue,"810 S Karlov Avenue, IL",75000,4.00,1,1300,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
700,"Wed, 17 Aug 2022 23:41:30 GMT","5839 Teal Lane, Long Grove, IL",5839 Teal Lane,"5839 Teal Lane, IL",899000,4.00,3.5,4972,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
701,"Wed, 17 Aug 2022 23:41:30 GMT","2843 S Wells Street, Unit 3E, Chica...",2843 S Wells Street,"2843 S Wells Street, IL",240000,2.00,1,882,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
702,"Wed, 17 Aug 2022 23:41:30 GMT","7004 S Eberhart Avenue, Chicago, IL",7004 S Eberhart Avenue,"7004 S Eberhart Avenue, IL",185000,4.00,2.5,1681,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
703,"Wed, 17 Aug 2022 23:41:30 GMT","17331 Brook Crossing Court, Orland ...",17331 Brook Crossing Court,"17331 Brook Crossing Court, IL",310000,3.00,2.5,1428,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
704,"Wed, 17 Aug 2022 23:41:30 GMT","5146 Belden Avenue, Unit D3, Downer...",5146 Belden Avenue,"5146 Belden Avenue, IL",325000,2.00,2,1516,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
705,"Wed, 17 Aug 2022 23:41:30 GMT","8054 S Clyde Avenue, Chicago, IL",8054 S Clyde Avenue,"8054 S Clyde Avenue, IL",264900,4.00,2,1257,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
706,"Wed, 17 Aug 2022 23:41:30 GMT","7815 Latrobe Avenue, Burbank, IL",7815 Latrobe Avenue,"7815 Latrobe Avenue, IL",249000,4.00,2,1400,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
707,"Wed, 17 Aug 2022 23:41:30 GMT","2 E Erie Street, Unit 3403, Chicago...",2 E Erie Street,"2 E Erie Street, IL",849900,2.00,2.5,1850,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
708,"Wed, 17 Aug 2022 23:41:30 GMT","9406 Lavergne Avenue, Skokie, IL",9406 Lavergne Avenue,"9406 Lavergne Avenue, IL",499999,3.00,2,1700,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
709,"Wed, 17 Aug 2022 23:41:30 GMT","13924 S Wabash Avenue, Riverdale, I...",13924 S Wabash Avenue,"13924 S Wabash Avenue, IL",160000,3.00,1,1115,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
710,"Wed, 17 Aug 2022 23:41:30 GMT","3516 Main Street, Skokie, IL",3516 Main Street,"3516 Main Street, IL",235000,3.00,1.5,2050,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
711,"Wed, 17 Aug 2022 23:41:30 GMT","5340 S Meade Avenue, Chicago, IL",5340 S Meade Avenue,"5340 S Meade Avenue, IL",364900,3.00,2,2338,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
712,"Wed, 17 Aug 2022 23:41:30 GMT","615 Tralee Court, Unit 1D, Schaumbu...",615 Tralee Court,"615 Tralee Court, IL",172000,2.00,2,-,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
713,"Wed, 17 Aug 2022 23:41:30 GMT","935 Golf Course Road, Unit 8, Cryst...",935 Golf Course Road,"935 Golf Course Road, IL",150000,2.00,2,1007,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
714,"Wed, 17 Aug 2022 23:41:30 GMT","1612 W North Shore Drive, Mahomet, ...",1612 W North Shore Drive,"1612 W North Shore Drive, IL",275000,3.00,2.5,2312,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
715,"Wed, 17 Aug 2022 23:41:30 GMT","520 E Weathersfield Way, Schaumburg...",520 E Weathersfield Way,"520 E Weathersfield Way, IL",500000,3.00,2,2000,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
716,"Wed, 17 Aug 2022 23:41:30 GMT","43W760 Rowe Road, Elburn, IL",43W760 Rowe Road,"43W760 Rowe Road, IL",365000,4.00,2.5,-,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
717,"Wed, 17 Aug 2022 23:41:30 GMT","3260 N Clark Street, Unit 308, Chic...",3260 N Clark Street,"3260 N Clark Street, IL",375000,2.00,2,1200,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
718,"Wed, 17 Aug 2022 23:41:30 GMT","8970 N Parkside Avenue, Unit C409, ...",8970 N Parkside Avenue,"8970 N Parkside Avenue, IL",107000,1.00,1,750,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
719,"Wed, 17 Aug 2022 23:41:30 GMT","7383 Locust Road, Delavan, IL",7383 Locust Road,"7383 Locust Road, IL",225000,4.00,3.5,2324,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
720,"Wed, 17 Aug 2022 23:41:30 GMT","2815 N Mitchell Avenue, Arlington H...",2815 N Mitchell Avenue,"2815 N Mitchell Avenue, IL",524900,5.00,2.5,3051,https://www.fultongrace.com/houses-for-sale/illinois/,24,,,,,,,,,,,,,,
721,"Wed, 17 Aug 2022 23:41:30 GMT","1723 Seymour Avenue, North Chicago,...",1723 Seymour Avenue,"1723 Seymour Avenue, IL",145000,2.00,1,875,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
722,"Wed, 17 Aug 2022 23:41:30 GMT","6000 Washington Street, Gurnee, IL",6000 Washington Street,"6000 Washington Street, IL",235000,-,-,-,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
723,"Wed, 17 Aug 2022 23:41:30 GMT","872 Carmella Lane, Elgin, IL",872 Carmella Lane,"872 Carmella Lane, IL",35900,3.00,2,-,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
724,"Wed, 17 Aug 2022 23:41:30 GMT","21807 Olivia Avenue, Sauk Village, ...",21807 Olivia Avenue,"21807 Olivia Avenue, IL",270000,5.00,3,2600,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
725,"Wed, 17 Aug 2022 23:41:30 GMT","11 Georgetown Drive, Cary, IL",11 Georgetown Drive,"11 Georgetown Drive, IL",359900,4.00,2.5,2627,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
726,"Wed, 17 Aug 2022 23:41:30 GMT","1203 Kenneth Circle, Elgin, IL",1203 Kenneth Circle,"1203 Kenneth Circle, IL",158500,1.00,2,1070,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
727,"Wed, 17 Aug 2022 23:41:30 GMT","230 Niagara Drive, Volo, IL",230 Niagara Drive,"230 Niagara Drive, IL",199900,3.00,1.5,1320,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
728,"Wed, 17 Aug 2022 23:41:30 GMT","1609 Kelly Avenue, Crest Hill, IL",1609 Kelly Avenue,"1609 Kelly Avenue, IL",225000,3.00,2,1200,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
729,"Wed, 17 Aug 2022 23:41:30 GMT","1532 Fowler Avenue, Evanston, IL",1532 Fowler Avenue,"1532 Fowler Avenue, IL",389000,2.00,1.5,2016,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
730,"Wed, 17 Aug 2022 23:41:30 GMT","1109 Danvers Court, Schaumburg, IL",1109 Danvers Court,"1109 Danvers Court, IL",294000,2.00,2,1769,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
731,"Wed, 17 Aug 2022 23:41:30 GMT","5944 S Keeler Avenue S, Chicago, IL",5944 S Keeler Avenue S,"5944 S Keeler Avenue S, IL",298900,4.00,3,-,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
732,"Wed, 17 Aug 2022 23:41:30 GMT","696 Blackthorn Drive, Crystal Lake,...",696 Blackthorn Drive,"696 Blackthorn Drive, IL",474900,4.00,3.5,3758,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
733,"Wed, 17 Aug 2022 23:41:30 GMT","1532 Lowe Avenue, Chicago Heights, ...",1532 Lowe Avenue,"1532 Lowe Avenue, IL",99000,4.00,2,1488,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
734,"Wed, 17 Aug 2022 23:41:30 GMT","1420 Sheridan Road, Unit 5B, Wilmet...",1420 Sheridan Road,"1420 Sheridan Road, IL",625000,2.00,2,1722,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
735,"Wed, 17 Aug 2022 23:41:30 GMT","931 S Harvard Avenue, Villa Park, I...",931 S Harvard Avenue,"931 S Harvard Avenue, IL",299900,3.00,2,1800,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
736,"Wed, 17 Aug 2022 23:41:30 GMT","1911 S 11Th Avenue, Maywood, IL",1911 S 11Th Avenue,"1911 S 11Th Avenue, IL",129999,2.00,1,900,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
737,"Wed, 17 Aug 2022 23:41:30 GMT","201 E 13Th Street, Chicago Heights,...",201 E 13Th Street,"201 E 13Th Street, IL",139900,3.00,1,1121,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
738,"Wed, 17 Aug 2022 23:41:30 GMT",Lot 19 Edgewood Ave Adelle & Edgewo...,Lot 19 Edgewood Ave Adelle & Edgewo...,"Lot 19 Edgewood Ave Adelle & Edgewo..., IL",75000,-,-,-,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
739,"Wed, 17 Aug 2022 23:41:30 GMT","3650 177Th Street, Country Club Hil...",3650 177Th Street,"3650 177Th Street, IL",-,3.00,1.5,1054,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
740,"Wed, 17 Aug 2022 23:41:30 GMT","4642 N Albany Avenue, Unit GE, Chic...",4642 N Albany Avenue,"4642 N Albany Avenue, IL",165000,2.00,1,850,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
741,"Wed, 17 Aug 2022 23:41:30 GMT","2226 N Hamilton Avenue, Unit 1, Chi...",2226 N Hamilton Avenue,"2226 N Hamilton Avenue, IL",800000,3.00,2.5,-,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
742,"Wed, 17 Aug 2022 23:41:30 GMT","1047 Aynsley Avenue, Lake Forest, I...",1047 Aynsley Avenue,"1047 Aynsley Avenue, IL",2499000,5.00,5,4756,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
743,"Wed, 17 Aug 2022 23:41:30 GMT","1207 Briarwood Lane, Mahomet, IL",1207 Briarwood Lane,"1207 Briarwood Lane, IL",569900,5.00,3.5,2433,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
744,"Wed, 17 Aug 2022 23:41:30 GMT","202 N Prospect Street, Wheaton, IL",202 N Prospect Street,"202 N Prospect Street, IL",579000,4.00,3,2154,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
745,"Wed, 17 Aug 2022 23:41:30 GMT","8914 S Cornell Avenue, Chicago, IL",8914 S Cornell Avenue,"8914 S Cornell Avenue, IL",185000,4.00,1.5,3888,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
746,"Wed, 17 Aug 2022 23:41:30 GMT","5828 S Michigan Avenue, Chicago, IL",5828 S Michigan Avenue,"5828 S Michigan Avenue, IL",2000000,-,-,-,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
747,"Wed, 17 Aug 2022 23:41:30 GMT","2251 N Laporte Avenue, Chicago, IL",2251 N Laporte Avenue,"2251 N Laporte Avenue, IL",269900,2.00,1,1039,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
748,"Wed, 17 Aug 2022 23:41:30 GMT","1464 Meadowsedge Lane, Unit 1464, C...",1464 Meadowsedge Lane,"1464 Meadowsedge Lane, IL",185000,2.00,1.5,1007,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
749,"Wed, 17 Aug 2022 23:41:30 GMT","1210 Connecticut Avenue, Joliet, IL",1210 Connecticut Avenue,"1210 Connecticut Avenue, IL",209900,2.00,1,-,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
750,"Wed, 17 Aug 2022 23:41:30 GMT","12859 Mesa Street, Huntley, IL",12859 Mesa Street,"12859 Mesa Street, IL",345000,2.00,2,1623,https://www.fultongrace.com/houses-for-sale/illinois/,25,,,,,,,,,,,,,,
751,"Wed, 17 Aug 2022 23:41:30 GMT","7621 Knottingham Lane, Downers Grov...",7621 Knottingham Lane,"7621 Knottingham Lane, IL",399000,3.00,2,1720,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
752,"Wed, 17 Aug 2022 23:41:30 GMT","1122 Oakleaf Avenue, Mchenry, IL",1122 Oakleaf Avenue,"1122 Oakleaf Avenue, IL",189000,3.00,1,1080,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
753,"Wed, 17 Aug 2022 23:41:30 GMT","208 W Washington Street, Unit 606, ...",208 W Washington Street,"208 W Washington Street, IL",329900,2.00,2,1010,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
754,"Wed, 17 Aug 2022 23:41:30 GMT","7320 S Stewart Avenue, Chicago, IL",7320 S Stewart Avenue,"7320 S Stewart Avenue, IL",150000,4.00,2,-,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
755,"Wed, 17 Aug 2022 23:41:30 GMT","1775 W Altgeld Street, Unit M, Chic...",1775 W Altgeld Street,"1775 W Altgeld Street, IL",439000,2.00,1.5,-,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
756,"Wed, 17 Aug 2022 23:41:30 GMT","3057 N Lawndale Avenue, Unit 7, Chi...",3057 N Lawndale Avenue,"3057 N Lawndale Avenue, IL",649000,3.00,2,1735,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
757,"Wed, 17 Aug 2022 23:41:30 GMT","7753 Lawler Avenue, Burbank, IL",7753 Lawler Avenue,"7753 Lawler Avenue, IL",269000,5.00,2,1032,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
758,"Wed, 17 Aug 2022 23:41:30 GMT","4937 N Oriole Avenue, Harwood Heigh...",4937 N Oriole Avenue,"4937 N Oriole Avenue, IL",289000,2.00,1.5,1326,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
759,"Wed, 17 Aug 2022 23:41:30 GMT","29/5 Woodhaven, Sublette, IL",29/5 Woodhaven,"29/5 Woodhaven, IL",28000,-,-,-,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
760,"Wed, 17 Aug 2022 23:41:30 GMT","921 W Diversey Avenue, Unit 2, Chic...",921 W Diversey Avenue,"921 W Diversey Avenue, IL",600000,2.00,2,1750,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
761,"Wed, 17 Aug 2022 23:41:30 GMT","5440 W Quincy Street, Chicago, IL",5440 W Quincy Street,"5440 W Quincy Street, IL",435000,5.00,3,-,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
762,"Wed, 17 Aug 2022 23:41:30 GMT","1901 S Calumet Avenue, Unit 2102, C...",1901 S Calumet Avenue,"1901 S Calumet Avenue, IL",419900,2.00,2,1205,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
763,"Wed, 17 Aug 2022 23:41:30 GMT","11914 S Eggleston Avenue, Chicago, ...",11914 S Eggleston Avenue,"11914 S Eggleston Avenue, IL",215000,5.00,3,-,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
764,"Wed, 17 Aug 2022 23:41:30 GMT","19860 Lembcke Road, Harvard, IL",19860 Lembcke Road,"19860 Lembcke Road, IL",650000,3.00,3,3135,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
765,"Wed, 17 Aug 2022 23:41:30 GMT","14822 Evans Avenue, Dolton, IL",14822 Evans Avenue,"14822 Evans Avenue, IL",209900,3.00,1.5,1386,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
766,"Wed, 17 Aug 2022 23:41:30 GMT","500 E Columbia Street, Danvers, IL",500 E Columbia Street,"500 E Columbia Street, IL",144900,3.00,1.5,1498,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
767,"Wed, 17 Aug 2022 23:41:30 GMT","1019 N Ridgeway Avenue, Chicago, IL",1019 N Ridgeway Avenue,"1019 N Ridgeway Avenue, IL",199000,6.00,2,-,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
768,"Wed, 17 Aug 2022 23:41:30 GMT","4721 Northcott Avenue, Downers Grov...",4721 Northcott Avenue,"4721 Northcott Avenue, IL",449000,3.00,2.5,1964,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
769,"Wed, 17 Aug 2022 23:41:30 GMT","17075 W Yearling Lane, Wadsworth, I...",17075 W Yearling Lane,"17075 W Yearling Lane, IL",725000,5.00,4.5,4662,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
770,"Wed, 17 Aug 2022 23:41:30 GMT","1303 Loral Avenue, Joliet, IL",1303 Loral Avenue,"1303 Loral Avenue, IL",215000,3.00,1,2624,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
771,"Wed, 17 Aug 2022 23:41:30 GMT","5535 Alexandria Drive, Lake In The ...",5535 Alexandria Drive,"5535 Alexandria Drive, IL",289000,3.00,2.5,1500,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
772,"Wed, 17 Aug 2022 23:41:30 GMT","3057 N Lawndale Avenue, Unit 8, Chi...",3057 N Lawndale Avenue,"3057 N Lawndale Avenue, IL",639000,3.00,2,1637,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
773,"Wed, 17 Aug 2022 23:41:30 GMT","7604 S Vernon Avenue, Chicago, IL",7604 S Vernon Avenue,"7604 S Vernon Avenue, IL",225000,4.00,2,1400,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
774,"Wed, 17 Aug 2022 23:41:30 GMT","2614 N Clybourn Avenue, Unit 405, C...",2614 N Clybourn Avenue,"2614 N Clybourn Avenue, IL",499900,2.00,2,1600,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
775,"Wed, 17 Aug 2022 23:41:30 GMT","2523 S 3Rd Avenue, North Riverside,...",2523 S 3Rd Avenue,"2523 S 3Rd Avenue, IL",215000,3.00,1,1743,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
776,"Wed, 17 Aug 2022 23:41:30 GMT","249 Wildmeadow Lane, Woodstock, IL",249 Wildmeadow Lane,"249 Wildmeadow Lane, IL",215000,3.00,2.5,1707,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
777,"Wed, 17 Aug 2022 23:41:30 GMT","22 Windstone Drive, North Aurora, I...",22 Windstone Drive,"22 Windstone Drive, IL",454900,4.00,2.5,3207,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
778,"Wed, 17 Aug 2022 23:41:30 GMT","2047 E Sauk Trail, Sauk Village, IL",2047 E Sauk Trail,"2047 E Sauk Trail, IL",149900,3.00,1,1000,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
779,"Wed, 17 Aug 2022 23:41:30 GMT","1032 Braemoor Drive, Downers Grove,...",1032 Braemoor Drive,"1032 Braemoor Drive, IL",435000,3.00,2.5,2729,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
780,"Wed, 17 Aug 2022 23:41:30 GMT","1660 S Mannheim Road, Westchester, ...",1660 S Mannheim Road,"1660 S Mannheim Road, IL",419000,6.00,4,-,https://www.fultongrace.com/houses-for-sale/illinois/,26,,,,,,,,,,,,,,
781,"Wed, 17 Aug 2022 23:41:30 GMT","211 N Harbor Drive, Unit 2802, Chic...",211 N Harbor Drive,"211 N Harbor Drive, IL",2655250,4.00,4,2893,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
782,"Wed, 17 Aug 2022 23:41:30 GMT","313 W North Avenue, Elmhurst, IL",313 W North Avenue,"313 W North Avenue, IL",399900,4.00,2,1500,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
783,"Wed, 17 Aug 2022 23:41:30 GMT","1526 W Chase Avenue, Unit 2A, Chica...",1526 W Chase Avenue,"1526 W Chase Avenue, IL",169950,2.00,1,1050,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
784,"Wed, 17 Aug 2022 23:41:30 GMT","266 Dalewood Avenue, Wood Dale, IL",266 Dalewood Avenue,"266 Dalewood Avenue, IL",299900,4.00,1.5,1410,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
785,"Wed, 17 Aug 2022 23:41:30 GMT","212 E Cullerton Street, Unit 1002, ...",212 E Cullerton Street,"212 E Cullerton Street, IL",339000,2.00,2,1205,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
786,"Wed, 17 Aug 2022 23:41:30 GMT","15306 Wilshire Drive, Orland Park, ...",15306 Wilshire Drive,"15306 Wilshire Drive, IL",289900,2.00,2.5,2076,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
787,"Wed, 17 Aug 2022 23:41:30 GMT","6509 S Campbell Avenue, Chicago, IL",6509 S Campbell Avenue,"6509 S Campbell Avenue, IL",250000,4.00,2.5,2300,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
788,"Wed, 17 Aug 2022 23:41:30 GMT","1751 Brookhill Lane, Sycamore, IL",1751 Brookhill Lane,"1751 Brookhill Lane, IL",309900,4.00,3,1792,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
789,"Wed, 17 Aug 2022 23:41:30 GMT","102 N Hamlin Boulevard, Unit D1, Ch...",102 N Hamlin Boulevard,"102 N Hamlin Boulevard, IL",105900,2.00,2,1000,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
790,"Wed, 17 Aug 2022 23:41:30 GMT","1517 Apple Grove Lane, Westmont, IL",1517 Apple Grove Lane,"1517 Apple Grove Lane, IL",249900,2.00,1.5,1200,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
791,"Wed, 17 Aug 2022 23:41:30 GMT","4336 Barry Lane, Oak Forest, IL",4336 Barry Lane,"4336 Barry Lane, IL",225000,3.00,2.5,2934,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
792,"Wed, 17 Aug 2022 23:41:30 GMT","873 N Larrabee Street, Unit 310, Ch...",873 N Larrabee Street,"873 N Larrabee Street, IL",350000,2.00,2,1054,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
793,"Wed, 17 Aug 2022 23:41:30 GMT","8559 W Rascher Avenue, Unit 2N, Chi...",8559 W Rascher Avenue,"8559 W Rascher Avenue, IL",178000,2.00,1,1000,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
794,"Wed, 17 Aug 2022 23:41:30 GMT","1806 Hebron Avenue, Zion, IL",1806 Hebron Avenue,"1806 Hebron Avenue, IL",188000,3.00,2,1730,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
795,"Wed, 17 Aug 2022 23:41:30 GMT","6513 Maxwell Drive, Woodridge, IL",6513 Maxwell Drive,"6513 Maxwell Drive, IL",430000,4.00,3,2548,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
796,"Wed, 17 Aug 2022 23:41:30 GMT","1366 W Huron Street, Chicago, IL",1366 W Huron Street,"1366 W Huron Street, IL",1500000,3.00,3,4500,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
797,"Wed, 17 Aug 2022 23:41:30 GMT","4041 N Bernard Street, Chicago, IL",4041 N Bernard Street,"4041 N Bernard Street, IL",499900,6.00,3,1783,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
798,"Wed, 17 Aug 2022 23:41:30 GMT","400 E Randolph Street, Unit 1002, C...",400 E Randolph Street,"400 E Randolph Street, IL",175000,1.00,1,-,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
799,"Wed, 17 Aug 2022 23:41:30 GMT","5741 N Kostner Avenue, Chicago, IL",5741 N Kostner Avenue,"5741 N Kostner Avenue, IL",1249900,5.00,4.5,4234,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
800,"Wed, 17 Aug 2022 23:41:30 GMT","14031 Gail Lane, Unit 308, Crestwoo...",14031 Gail Lane,"14031 Gail Lane, IL",149900,2.00,1.5,900,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
801,"Wed, 17 Aug 2022 23:41:30 GMT","3001 S Michigan Avenue, Unit 1201, ...",3001 S Michigan Avenue,"3001 S Michigan Avenue, IL",145000,2.00,2,1100,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
802,"Wed, 17 Aug 2022 23:41:30 GMT","1188 Royal Glen Drive, Unit 303, Gl...",1188 Royal Glen Drive,"1188 Royal Glen Drive, IL",145000,1.00,1,819,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
803,"Wed, 17 Aug 2022 23:41:30 GMT","1000 N Lake Shore Plaza, Unit 33C, ...",1000 N Lake Shore Plaza,"1000 N Lake Shore Plaza, IL",615000,2.00,2.5,2065,https://www.fultongrace.com/houses-for-sale/illinois/,27,,,,,,,,,,,,,,
